,datas,termos,id,posição
3033,2022-05-25,outlet fila,br.com.zattini,7.0
3034,2022-05-25,outlet fila,com.farfetch.farfetchshop,
3035,2022-05-25,outlet fila,com.mobfiq.offpremium,15.0
3036,2022-05-25,outlet fila,com.privalia.br,2.0
3037,2022-05-25,outlet forum,amaro.amaroandroid,20.0
3038,2022-05-25,outlet forum,br.com.dafiti,3.0
3039,2022-05-25,outlet forum,br.com.zattini,6.0
3040,2022-05-25,outlet forum,com.farfetch.farfetchshop,32.0
3041,2022-05-25,outlet forum,com.mobfiq.offpremium,10.0
3042,2022-05-25,outlet forum,com.privalia.br,2.0
3043,2022-05-25,outlet granado,amaro.amaroandroid,24.0
3044,2022-05-25,outlet granado,br.com.dafiti,
3045,2022-05-25,outlet granado,br.com.zattini,
3046,2022-05-25,outlet granado,com.farfetch.farfetchshop,
3047,2022-05-25,outlet granado,com.mobfiq.offpremium,11.0
3048,2022-05-25,outlet granado,com.privalia.br,1.0
3049,2022-05-25,outlet hugo boss,amaro.amaroandroid,
3050,2022-05-25,outlet hugo boss,br.com.dafiti,12.0
3051,2022-05-25,outlet hugo boss,br.com.zattini,9.0
3052,2022-05-25,outlet hugo boss,com.farfetch.farfetchshop,22.0
3053,2022-05-25,outlet hugo boss,com.mobfiq.offpremium,7.0
3054,2022-05-25,outlet hugo boss,com.privalia.br,2.0
3055,2022-05-25,outlet intuição,amaro.amaroandroid,7.0
3056,2022-05-25,outlet intuição,br.com.dafiti,
3057,2022-05-25,outlet intuição,br.com.zattini,
3058,2022-05-25,outlet intuição,com.farfetch.farfetchshop,
3059,2022-05-25,outlet intuição,com.mobfiq.offpremium,6.0
3060,2022-05-25,outlet intuição,com.privalia.br,1.0
3061,2022-05-25,outlet javali,amaro.amaroandroid,
3062,2022-05-25,outlet javali,br.com.dafiti,
3063,2022-05-25,outlet javali,br.com.zattini,
3064,2022-05-25,outlet javali,com.farfetch.farfetchshop,
3065,2022-05-25,outlet javali,com.mobfiq.offpremium,
3066,2022-05-25,outlet javali,com.privalia.br,
3067,2022-05-25,outlet lacoste,amaro.amaroandroid,29.0
3068,2022-05-25,outlet lacoste,br.com.dafiti,8.0
3069,2022-05-25,outlet lacoste,br.com.zattini,9.0
3070,2022-05-25,outlet lacoste,com.farfetch.farfetchshop,43.0
3071,2022-05-25,outlet lacoste,com.mobfiq.offpremium,13.0
3072,2022-05-25,outlet lacoste,com.privalia.br,3.0
3073,2022-05-25,outlet michael kors,amaro.amaroandroid,18.0
3074,2022-05-25,outlet michael kors,br.com.dafiti,
3075,2022-05-25,outlet michael kors,br.com.zattini,14.0
3076,2022-05-25,outlet michael kors,com.farfetch.farfetchshop,10.0
3077,2022-05-25,outlet michael kors,com.mobfiq.offpremium,6.0
3078,2022-05-25,outlet michael kors,com.privalia.br,7.0
3079,2022-05-25,outlet morena rosa,amaro.amaroandroid,19.0
3080,2022-05-25,outlet morena rosa,br.com.dafiti,4.0
3081,2022-05-25,outlet morena rosa,br.com.zattini,6.0
3082,2022-05-25,outlet morena rosa,com.farfetch.farfetchshop,26.0
3083,2022-05-25,outlet morena rosa,com.mobfiq.offpremium,12.0
3084,2022-05-25,outlet morena rosa,com.privalia.br,1.0
3085,2022-05-25,outlet mr kitsch,amaro.amaroandroid,
3086,2022-05-25,outlet mr kitsch,br.com.dafiti,2.0
3087,2022-05-25,outlet mr kitsch,br.com.zattini,4.0
3088,2022-05-25,outlet mr kitsch,com.farfetch.farfetchshop,
3089,2022-05-25,outlet mr kitsch,com.mobfiq.offpremium,13.0
3090,2022-05-25,outlet mr kitsch,com.privalia.br,1.0
3091,2022-05-25,outlet nike,amaro.amaroandroid,
3092,2022-05-25,outlet nike,br.com.dafiti,8.0
3093,2022-05-25,outlet nike,br.com.zattini,11.0
3094,2022-05-25,outlet nike,com.farfetch.farfetchshop,
3095,2022-05-25,outlet nike,com.mobfiq.offpremium,14.0
3096,2022-05-25,outlet nike,com.privalia.br,2.0
3097,2022-05-25,outlet perlatto,amaro.amaroandroid,55.0
3098,2022-05-25,outlet perlatto,br.com.dafiti,2.0
3099,2022-05-25,outlet perlatto,br.com.zattini,3.0
3100,2022-05-25,outlet perlatto,com.farfetch.farfetchshop,78.0
3101,2022-05-25,outlet perlatto,com.mobfiq.offpremium,19.0
3102,2022-05-25,outlet perlatto,com.privalia.br,1.0
3103,2022-05-25,outlet premium,amaro.amaroandroid,52.0
3104,2022-05-25,outlet premium,br.com.dafiti,10.0
3105,2022-05-25,outlet premium,br.com.zattini,9.0
3106,2022-05-25,outlet premium,com.farfetch.farfetchshop,15.0
3107,2022-05-25,outlet premium,com.mobfiq.offpremium,4.0
3108,2022-05-25,outlet premium,com.privalia.br,5.0
3109,2022-05-25,outlet samsonite,amaro.amaroandroid,
3110,2022-05-25,outlet samsonite,br.com.dafiti,
3111,2022-05-25,outlet samsonite,br.com.zattini,
3112,2022-05-25,outlet samsonite,com.farfetch.farfetchshop,24.0
3113,2022-05-25,outlet samsonite,com.mobfiq.offpremium,6.0
3114,2022-05-25,outlet samsonite,com.privalia.br,2.0
3115,2022-05-25,outlet tracta,amaro.amaroandroid,14.0
3116,2022-05-25,outlet tracta,br.com.dafiti,
3117,2022-05-25,outlet tracta,br.com.zattini,6.0
3118,2022-05-25,outlet tracta,com.mobfiq.offpremium,5.0
3119,2022-05-25,outlet tracta,com.privalia.br,1.0
3120,2022-05-25,outlet triton,amaro.amaroandroid,23.0
3121,2022-05-25,outlet triton,br.com.dafiti,4.0
3122,2022-05-25,outlet triton,br.com.zattini,6.0
3123,2022-05-25,outlet triton,com.farfetch.farfetchshop,20.0
3124,2022-05-25,outlet triton,com.mobfiq.offpremium,5.0
3125,2022-05-25,outlet triton,com.privalia.br,1.0
3126,2022-05-25,outlet umbro,amaro.amaroandroid,
3127,2022-05-25,outlet umbro,br.com.dafiti,7.0
3128,2022-05-25,outlet umbro,br.com.zattini,11.0
3129,2022-05-25,outlet umbro,com.farfetch.farfetchshop,
3130,2022-05-25,outlet umbro,com.mobfiq.offpremium,18.0
3131,2022-05-25,outlet umbro,com.privalia.br,4.0
3132,2022-05-25,outlet west coast,br.com.dafiti,18.0
3133,2022-05-25,outlet west coast,com.farfetch.farfetchshop,10.0
3134,2022-05-25,outlet west coast,com.privalia.br,3.0
3135,2022-05-25,outlet wrangler,amaro.amaroandroid,33.0
3136,2022-05-25,outlet wrangler,br.com.dafiti,
3137,2022-05-25,outlet wrangler,br.com.zattini,13.0
3138,2022-05-25,outlet wrangler,com.farfetch.farfetchshop,26.0
3139,2022-05-25,outlet wrangler,com.mobfiq.offpremium,10.0
3140,2022-05-25,outlet wrangler,com.privalia.br,2.0
3141,2022-05-25,privalia,amaro.amaroandroid,12.0
3142,2022-05-25,privalia,br.com.dafiti,3.0
3143,2022-05-25,privalia,br.com.zattini,2.0
3144,2022-05-25,privalia,com.farfetch.farfetchshop,31.0
3145,2022-05-25,privalia,com.mobfiq.offpremium,11.0
3146,2022-05-25,privalia,com.privalia.br,1.0
3147,2022-05-25,privalia br,amaro.amaroandroid,14.0
3148,2022-05-25,privalia br,br.com.dafiti,3.0
3149,2022-05-25,privalia br,br.com.zattini,4.0
3150,2022-05-25,privalia br,com.farfetch.farfetchshop,56.0
3151,2022-05-25,privalia br,com.mobfiq.offpremium,18.0
3152,2022-05-25,privalia br,com.privalia.br,1.0
3153,2022-05-25,roupas de marca,amaro.amaroandroid,9.0
3154,2022-05-25,roupas de marca,br.com.dafiti,1.0
3155,2022-05-25,roupas de marca,br.com.zattini,3.0
3156,2022-05-25,roupas de marca,com.farfetch.farfetchshop,6.0
3157,2022-05-25,roupas de marca,com.mobfiq.offpremium,26.0
3158,2022-05-25,roupas de marca,com.privalia.br,4.0
3159,2022-05-24,adidas,amaro.amaroandroid,71.0
3160,2022-05-24,adidas,br.com.dafiti,18.0
3161,2022-05-24,adidas,br.com.zattini,67.0
3162,2022-05-24,adidas,com.farfetch.farfetchshop,48.0
3163,2022-05-24,adidas,com.mobfiq.offpremium,51.0
3164,2022-05-24,adidas,com.privalia.br,60.0
3165,2022-05-24,calvin klein jeans,amaro.amaroandroid,8.0
3166,2022-05-24,calvin klein jeans,br.com.dafiti,2.0
3167,2022-05-24,calvin klein jeans,br.com.zattini,7.0
3168,2022-05-24,calvin klein jeans,com.farfetch.farfetchshop,20.0
3169,2022-05-24,calvin klein jeans,com.mobfiq.offpremium,24.0
3170,2022-05-24,calvin klein jeans,com.privalia.br,4.0
3171,2022-05-24,capodarte,amaro.amaroandroid,28.0
3172,2022-05-24,capodarte,br.com.dafiti,3.0
3173,2022-05-24,capodarte,br.com.zattini,11.0
3174,2022-05-24,capodarte,com.farfetch.farfetchshop,
3175,2022-05-24,capodarte,com.mobfiq.offpremium,35.0
3176,2022-05-24,capodarte,com.privalia.br,9.0
3177,2022-05-24,compras online,amaro.amaroandroid,102.0
3178,2022-05-24,compras online,br.com.dafiti,40.0
3179,2022-05-24,compras online,br.com.zattini,27.0
3180,2022-05-24,compras online,com.privalia.br,39.0
3181,2022-05-24,cravo e canela,amaro.amaroandroid,
3182,2022-05-24,cravo e canela,br.com.dafiti,2.0
3183,2022-05-24,cravo e canela,br.com.zattini,7.0
3184,2022-05-24,cravo e canela,com.mobfiq.offpremium,
3185,2022-05-24,cravo e canela,com.privalia.br,10.0
3186,2022-05-24,lacoste,amaro.amaroandroid,24.0
3187,2022-05-24,lacoste,br.com.dafiti,7.0
3188,2022-05-24,lacoste,br.com.zattini,8.0
3189,2022-05-24,lacoste,com.farfetch.farfetchshop,16.0
3190,2022-05-24,lacoste,com.mobfiq.offpremium,19.0
3191,2022-05-24,lacoste,com.privalia.br,11.0
3192,2022-05-24,morena rosa,amaro.amaroandroid,8.0
3193,2022-05-24,morena rosa,br.com.dafiti,5.0
3194,2022-05-24,morena rosa,br.com.zattini,4.0
3195,2022-05-24,morena rosa,com.farfetch.farfetchshop,27.0
3196,2022-05-24,morena rosa,com.mobfiq.offpremium,25.0
3197,2022-05-24,morena rosa,com.privalia.br,2.0
3198,2022-05-24,outlet,amaro.amaroandroid,27.0
3199,2022-05-24,outlet,br.com.dafiti,2.0
3200,2022-05-24,outlet,br.com.zattini,8.0
3201,2022-05-24,outlet,com.farfetch.farfetchshop,34.0
3202,2022-05-24,outlet,com.mobfiq.offpremium,5.0
3203,2022-05-24,outlet,com.privalia.br,1.0
3204,2022-05-24,outlet adidas,amaro.amaroandroid,44.0
3205,2022-05-24,outlet adidas,br.com.dafiti,11.0
3206,2022-05-24,outlet adidas,br.com.zattini,13.0
3207,2022-05-24,outlet adidas,com.farfetch.farfetchshop,43.0
3208,2022-05-24,outlet adidas,com.mobfiq.offpremium,14.0
3209,2022-05-24,outlet adidas,com.privalia.br,3.0
3210,2022-05-24,outlet bastille,amaro.amaroandroid,18.0
3211,2022-05-24,outlet bastille,br.com.dafiti,7.0
3212,2022-05-24,outlet bastille,br.com.zattini,5.0
3213,2022-05-24,outlet bastille,com.farfetch.farfetchshop,
3214,2022-05-24,outlet bastille,com.mobfiq.offpremium,2.0
3215,2022-05-24,outlet bastille,com.privalia.br,1.0
3216,2022-05-24,outlet beyoung,amaro.amaroandroid,19.0
3217,2022-05-24,outlet beyoung,br.com.dafiti,13.0
3218,2022-05-24,outlet beyoung,br.com.zattini,14.0
3219,2022-05-24,outlet beyoung,com.farfetch.farfetchshop,40.0
3220,2022-05-24,outlet beyoung,com.mobfiq.offpremium,2.0
3221,2022-05-24,outlet beyoung,com.privalia.br,1.0
3222,2022-05-24,outlet calvin klein jeans,amaro.amaroandroid,17.0
3223,2022-05-24,outlet calvin klein jeans,br.com.dafiti,3.0
3224,2022-05-24,outlet calvin klein jeans,br.com.zattini,8.0
3225,2022-05-24,outlet calvin klein jeans,com.farfetch.farfetchshop,23.0
3226,2022-05-24,outlet calvin klein jeans,com.mobfiq.offpremium,16.0
3227,2022-05-24,outlet calvin klein jeans,com.privalia.br,2.0
3228,2022-05-24,outlet capodarte,amaro.amaroandroid,48.0
3229,2022-05-24,outlet capodarte,br.com.dafiti,4.0
3230,2022-05-24,outlet capodarte,br.com.zattini,8.0
3231,2022-05-24,outlet capodarte,com.farfetch.farfetchshop,59.0
3232,2022-05-24,outlet capodarte,com.mobfiq.offpremium,26.0
3233,2022-05-24,outlet capodarte,com.privalia.br,2.0
3234,2022-05-24,outlet cardigans,amaro.amaroandroid,14.0
3235,2022-05-24,outlet cardigans,br.com.dafiti,5.0
3236,2022-05-24,outlet cardigans,br.com.zattini,3.0
3237,2022-05-24,outlet cardigans,com.mobfiq.offpremium,2.0
3238,2022-05-24,outlet cardigans,com.privalia.br,1.0
3239,2022-05-24,outlet coca-cola,amaro.amaroandroid,68.0
3240,2022-05-24,outlet coca-cola,br.com.dafiti,19.0
3241,2022-05-24,outlet coca-cola,br.com.zattini,22.0
3242,2022-05-24,outlet coca-cola,com.mobfiq.offpremium,30.0
3243,2022-05-24,outlet coca-cola,com.privalia.br,9.0
3244,2022-05-24,outlet cravo e canela,amaro.amaroandroid,70.0
3245,2022-05-24,outlet cravo e canela,br.com.dafiti,3.0
3246,2022-05-24,outlet cravo e canela,br.com.zattini,5.0
3247,2022-05-24,outlet cravo e canela,com.farfetch.farfetchshop,72.0
3248,2022-05-24,outlet cravo e canela,com.mobfiq.offpremium,8.0
3249,2022-05-24,outlet cravo e canela,com.privalia.br,2.0
3250,2022-05-24,outlet de marcas,amaro.amaroandroid,19.0
3251,2022-05-24,outlet de marcas,br.com.dafiti,3.0
3252,2022-05-24,outlet de marcas,br.com.zattini,6.0
3253,2022-05-24,outlet de marcas,com.farfetch.farfetchshop,17.0
3254,2022-05-24,outlet de marcas,com.mobfiq.offpremium,2.0
3255,2022-05-24,outlet de marcas,com.privalia.br,1.0
3256,2022-05-24,outlet de moda,amaro.amaroandroid,14.0
3257,2022-05-24,outlet de moda,br.com.dafiti,4.0
3258,2022-05-24,outlet de moda,br.com.zattini,7.0
3259,2022-05-24,outlet de moda,com.farfetch.farfetchshop,26.0
3260,2022-05-24,outlet de moda,com.mobfiq.offpremium,3.0
3261,2022-05-24,outlet de moda,com.privalia.br,1.0
3262,2022-05-24,outlet e-girl roupas,amaro.amaroandroid,18.0
3263,2022-05-24,outlet e-girl roupas,br.com.dafiti,5.0
3264,2022-05-24,outlet e-girl roupas,br.com.zattini,4.0
3265,2022-05-24,outlet e-girl roupas,com.farfetch.farfetchshop,38.0
3266,2022-05-24,outlet e-girl roupas,com.mobfiq.offpremium,13.0
3267,2022-05-24,outlet e-girl roupas,com.privalia.br,1.0
3268,2022-05-24,outlet fellipe krein,amaro.amaroandroid,
3269,2022-05-24,outlet fellipe krein,br.com.dafiti,5.0
3270,2022-05-24,outlet fellipe krein,br.com.zattini,3.0
3271,2022-05-24,outlet fellipe krein,com.farfetch.farfetchshop,
3272,2022-05-24,outlet fellipe krein,com.mobfiq.offpremium,6.0
3273,2022-05-24,outlet fellipe krein,com.privalia.br,1.0
3274,2022-05-24,outlet fila,amaro.amaroandroid,38.0
3275,2022-05-24,outlet fila,br.com.dafiti,6.0
3276,2022-05-24,outlet fila,br.com.zattini,10.0
3277,2022-05-24,outlet fila,com.farfetch.farfetchshop,46.0
3278,2022-05-24,outlet fila,com.mobfiq.offpremium,15.0
3279,2022-05-24,outlet fila,com.privalia.br,2.0
3280,2022-05-24,outlet forum,amaro.amaroandroid,26.0
3281,2022-05-24,outlet forum,br.com.dafiti,7.0
3282,2022-05-24,outlet forum,br.com.zattini,5.0
3283,2022-05-24,outlet forum,com.farfetch.farfetchshop,33.0
3284,2022-05-24,outlet forum,com.mobfiq.offpremium,3.0
3285,2022-05-24,outlet forum,com.privalia.br,1.0
3286,2022-05-24,outlet granado,amaro.amaroandroid,22.0
3287,2022-05-24,outlet granado,br.com.dafiti,
3288,2022-05-24,outlet granado,br.com.zattini,
3289,2022-05-24,outlet granado,com.farfetch.farfetchshop,39.0
3290,2022-05-24,outlet granado,com.mobfiq.offpremium,8.0
3291,2022-05-24,outlet granado,com.privalia.br,1.0
3292,2022-05-24,outlet hugo boss,amaro.amaroandroid,23.0
3293,2022-05-24,outlet hugo boss,br.com.dafiti,14.0
3294,2022-05-24,outlet hugo boss,br.com.zattini,10.0
3295,2022-05-24,outlet hugo boss,com.farfetch.farfetchshop,16.0
3296,2022-05-24,outlet hugo boss,com.mobfiq.offpremium,6.0
3297,2022-05-24,outlet hugo boss,com.privalia.br,2.0
3298,2022-05-24,outlet intuição,amaro.amaroandroid,8.0
3299,2022-05-24,outlet intuição,br.com.dafiti,
3300,2022-05-24,outlet intuição,br.com.zattini,
3301,2022-05-24,outlet intuição,com.farfetch.farfetchshop,
3302,2022-05-24,outlet intuição,com.mobfiq.offpremium,2.0
3303,2022-05-24,outlet intuição,com.privalia.br,1.0
3304,2022-05-24,outlet javali,amaro.amaroandroid,
3305,2022-05-24,outlet javali,br.com.dafiti,
3306,2022-05-24,outlet javali,br.com.zattini,
3307,2022-05-24,outlet javali,com.farfetch.farfetchshop,
3308,2022-05-24,outlet javali,com.mobfiq.offpremium,
3309,2022-05-24,outlet javali,com.privalia.br,
3310,2022-05-24,outlet lacoste,amaro.amaroandroid,32.0
3311,2022-05-24,outlet lacoste,br.com.dafiti,15.0
3312,2022-05-24,outlet lacoste,br.com.zattini,9.0
3313,2022-05-24,outlet lacoste,com.farfetch.farfetchshop,37.0
3314,2022-05-24,outlet lacoste,com.mobfiq.offpremium,11.0
3315,2022-05-24,outlet lacoste,com.privalia.br,3.0
3316,2022-05-24,outlet michael kors,amaro.amaroandroid,20.0
3317,2022-05-24,outlet michael kors,br.com.dafiti,
3318,2022-05-24,outlet michael kors,br.com.zattini,12.0
3319,2022-05-24,outlet michael kors,com.farfetch.farfetchshop,13.0
3320,2022-05-24,outlet michael kors,com.mobfiq.offpremium,4.0
3321,2022-05-24,outlet michael kors,com.privalia.br,5.0
3322,2022-05-24,outlet morena rosa,amaro.amaroandroid,15.0
3323,2022-05-24,outlet morena rosa,br.com.dafiti,8.0
3324,2022-05-24,outlet morena rosa,br.com.zattini,5.0
3325,2022-05-24,outlet morena rosa,com.farfetch.farfetchshop,32.0
3326,2022-05-24,outlet morena rosa,com.mobfiq.offpremium,4.0
3327,2022-05-24,outlet morena rosa,com.privalia.br,1.0
3328,2022-05-24,outlet mr kitsch,amaro.amaroandroid,28.0
3329,2022-05-24,outlet mr kitsch,br.com.dafiti,4.0
3330,2022-05-24,outlet mr kitsch,br.com.zattini,2.0
3331,2022-05-24,outlet mr kitsch,com.farfetch.farfetchshop,
3332,2022-05-24,outlet mr kitsch,com.mobfiq.offpremium,9.0
3333,2022-05-24,outlet mr kitsch,com.privalia.br,1.0
3334,2022-05-24,outlet nike,amaro.amaroandroid,30.0
3335,2022-05-24,outlet nike,br.com.dafiti,9.0
3336,2022-05-24,outlet nike,br.com.zattini,11.0
3337,2022-05-24,outlet nike,com.farfetch.farfetchshop,32.0
3338,2022-05-24,outlet nike,com.mobfiq.offpremium,14.0
3339,2022-05-24,outlet nike,com.privalia.br,1.0
3340,2022-05-24,outlet perlatto,amaro.amaroandroid,48.0
3341,2022-05-24,outlet perlatto,br.com.dafiti,2.0
3342,2022-05-24,outlet perlatto,br.com.zattini,3.0
3343,2022-05-24,outlet perlatto,com.farfetch.farfetchshop,61.0
3344,2022-05-24,outlet perlatto,com.mobfiq.offpremium,16.0
3345,2022-05-24,outlet perlatto,com.privalia.br,1.0
3346,2022-05-24,outlet premium,amaro.amaroandroid,51.0
3347,2022-05-24,outlet premium,br.com.dafiti,11.0
3348,2022-05-24,outlet premium,br.com.zattini,9.0
3349,2022-05-24,outlet premium,com.farfetch.farfetchshop,18.0
3350,2022-05-24,outlet premium,com.mobfiq.offpremium,4.0
3351,2022-05-24,outlet premium,com.privalia.br,5.0
3352,2022-05-24,outlet samsonite,amaro.amaroandroid,
3353,2022-05-24,outlet samsonite,br.com.dafiti,
3354,2022-05-24,outlet samsonite,br.com.zattini,
3355,2022-05-24,outlet samsonite,com.farfetch.farfetchshop,22.0
3356,2022-05-24,outlet samsonite,com.mobfiq.offpremium,4.0
3357,2022-05-24,outlet samsonite,com.privalia.br,2.0
3358,2022-05-24,outlet tracta,amaro.amaroandroid,15.0
3359,2022-05-24,outlet tracta,br.com.dafiti,
3360,2022-05-24,outlet tracta,br.com.zattini,9.0
3361,2022-05-24,outlet tracta,com.mobfiq.offpremium,4.0
3362,2022-05-24,outlet tracta,com.privalia.br,1.0
3363,2022-05-24,outlet triton,amaro.amaroandroid,17.0
3364,2022-05-24,outlet triton,br.com.dafiti,6.0
3365,2022-05-24,outlet triton,br.com.zattini,5.0
3366,2022-05-24,outlet triton,com.farfetch.farfetchshop,20.0
3367,2022-05-24,outlet triton,com.mobfiq.offpremium,2.0
3368,2022-05-24,outlet triton,com.privalia.br,1.0
3369,2022-05-24,outlet umbro,amaro.amaroandroid,
3370,2022-05-24,outlet umbro,br.com.dafiti,7.0
3371,2022-05-24,outlet umbro,br.com.zattini,11.0
3372,2022-05-24,outlet umbro,com.farfetch.farfetchshop,
3373,2022-05-24,outlet umbro,com.mobfiq.offpremium,12.0
3374,2022-05-24,outlet umbro,com.privalia.br,4.0
3375,2022-05-24,outlet west coast,br.com.dafiti,25.0
3376,2022-05-24,outlet west coast,com.farfetch.farfetchshop,11.0
3377,2022-05-24,outlet west coast,com.privalia.br,4.0
3378,2022-05-24,outlet wrangler,amaro.amaroandroid,36.0
3379,2022-05-24,outlet wrangler,br.com.dafiti,
3380,2022-05-24,outlet wrangler,br.com.zattini,14.0
3381,2022-05-24,outlet wrangler,com.farfetch.farfetchshop,27.0
3382,2022-05-24,outlet wrangler,com.mobfiq.offpremium,7.0
3383,2022-05-24,outlet wrangler,com.privalia.br,2.0
3384,2022-05-24,privalia,amaro.amaroandroid,15.0
3385,2022-05-24,privalia,br.com.dafiti,3.0
3386,2022-05-24,privalia,br.com.zattini,2.0
3387,2022-05-24,privalia,com.farfetch.farfetchshop,35.0
3388,2022-05-24,privalia,com.mobfiq.offpremium,9.0
3389,2022-05-24,privalia,com.privalia.br,1.0
3390,2022-05-24,privalia br,amaro.amaroandroid,15.0
3391,2022-05-24,privalia br,br.com.dafiti,3.0
3392,2022-05-24,privalia br,br.com.zattini,4.0
3393,2022-05-24,privalia br,com.farfetch.farfetchshop,
3394,2022-05-24,privalia br,com.mobfiq.offpremium,19.0
3395,2022-05-24,privalia br,com.privalia.br,1.0
3396,2022-05-24,roupas de marca,amaro.amaroandroid,12.0
3397,2022-05-24,roupas de marca,br.com.dafiti,4.0
3398,2022-05-24,roupas de marca,br.com.zattini,1.0
3399,2022-05-24,roupas de marca,com.farfetch.farfetchshop,10.0
3400,2022-05-24,roupas de marca,com.mobfiq.offpremium,27.0
3401,2022-05-24,roupas de marca,com.privalia.br,2.0
3402,2022-05-23,adidas,amaro.amaroandroid,67.0
3403,2022-05-23,adidas,br.com.dafiti,13.0
3404,2022-05-23,adidas,br.com.zattini,101.0
3405,2022-05-23,adidas,com.farfetch.farfetchshop,60.0
3406,2022-05-23,adidas,com.mobfiq.offpremium,47.0
3407,2022-05-23,adidas,com.privalia.br,78.0
3408,2022-05-23,calvin klein jeans,amaro.amaroandroid,10.0
3409,2022-05-23,calvin klein jeans,br.com.dafiti,2.0
3410,2022-05-23,calvin klein jeans,br.com.zattini,12.0
3411,2022-05-23,calvin klein jeans,com.farfetch.farfetchshop,19.0
3412,2022-05-23,calvin klein jeans,com.mobfiq.offpremium,21.0
3413,2022-05-23,calvin klein jeans,com.privalia.br,4.0
3414,2022-05-23,capodarte,amaro.amaroandroid,23.0
3415,2022-05-23,capodarte,br.com.dafiti,3.0
3416,2022-05-23,capodarte,br.com.zattini,11.0
3417,2022-05-23,capodarte,com.farfetch.farfetchshop,
3418,2022-05-23,capodarte,com.mobfiq.offpremium,66.0
3419,2022-05-23,capodarte,com.privalia.br,10.0
3420,2022-05-23,compras online,amaro.amaroandroid,84.0
3421,2022-05-23,compras online,br.com.dafiti,27.0
3422,2022-05-23,compras online,br.com.zattini,22.0
3423,2022-05-23,compras online,com.privalia.br,26.0
3424,2022-05-23,cravo e canela,amaro.amaroandroid,
3425,2022-05-23,cravo e canela,br.com.dafiti,2.0
3426,2022-05-23,cravo e canela,br.com.zattini,7.0
3427,2022-05-23,cravo e canela,com.mobfiq.offpremium,
3428,2022-05-23,cravo e canela,com.privalia.br,13.0
3429,2022-05-23,lacoste,amaro.amaroandroid,20.0
3430,2022-05-23,lacoste,br.com.dafiti,6.0
3431,2022-05-23,lacoste,br.com.zattini,9.0
3432,2022-05-23,lacoste,com.farfetch.farfetchshop,17.0
3433,2022-05-23,lacoste,com.mobfiq.offpremium,63.0
3434,2022-05-23,lacoste,com.privalia.br,10.0
3435,2022-05-23,morena rosa,amaro.amaroandroid,8.0
3436,2022-05-23,morena rosa,br.com.dafiti,5.0
3437,2022-05-23,morena rosa,br.com.zattini,4.0
3438,2022-05-23,morena rosa,com.farfetch.farfetchshop,32.0
3439,2022-05-23,morena rosa,com.mobfiq.offpremium,41.0
3440,2022-05-23,morena rosa,com.privalia.br,2.0
3441,2022-05-23,outlet,amaro.amaroandroid,28.0
3442,2022-05-23,outlet,br.com.dafiti,4.0
3443,2022-05-23,outlet,br.com.zattini,8.0
3444,2022-05-23,outlet,com.farfetch.farfetchshop,
3445,2022-05-23,outlet,com.mobfiq.offpremium,11.0
3446,2022-05-23,outlet,com.privalia.br,1.0
3447,2022-05-23,outlet adidas,amaro.amaroandroid,34.0
3448,2022-05-23,outlet adidas,br.com.dafiti,7.0
3449,2022-05-23,outlet adidas,br.com.zattini,12.0
3450,2022-05-23,outlet adidas,com.farfetch.farfetchshop,41.0
3451,2022-05-23,outlet adidas,com.mobfiq.offpremium,16.0
3452,2022-05-23,outlet adidas,com.privalia.br,2.0
3453,2022-05-23,outlet bastille,amaro.amaroandroid,20.0
3454,2022-05-23,outlet bastille,br.com.dafiti,4.0
3455,2022-05-23,outlet bastille,br.com.zattini,5.0
3456,2022-05-23,outlet bastille,com.farfetch.farfetchshop,
3457,2022-05-23,outlet bastille,com.mobfiq.offpremium,8.0
3458,2022-05-23,outlet bastille,com.privalia.br,1.0
3459,2022-05-23,outlet beyoung,amaro.amaroandroid,20.0
3460,2022-05-23,outlet beyoung,br.com.dafiti,7.0
3461,2022-05-23,outlet beyoung,br.com.zattini,14.0
3462,2022-05-23,outlet beyoung,com.farfetch.farfetchshop,40.0
3463,2022-05-23,outlet beyoung,com.mobfiq.offpremium,10.0
3464,2022-05-23,outlet beyoung,com.privalia.br,1.0
3465,2022-05-23,outlet calvin klein jeans,amaro.amaroandroid,19.0
3466,2022-05-23,outlet calvin klein jeans,br.com.dafiti,3.0
3467,2022-05-23,outlet calvin klein jeans,br.com.zattini,12.0
3468,2022-05-23,outlet calvin klein jeans,com.farfetch.farfetchshop,
3469,2022-05-23,outlet calvin klein jeans,com.mobfiq.offpremium,17.0
3470,2022-05-23,outlet calvin klein jeans,com.privalia.br,2.0
3471,2022-05-23,outlet capodarte,amaro.amaroandroid,
3472,2022-05-23,outlet capodarte,br.com.dafiti,4.0
3473,2022-05-23,outlet capodarte,br.com.zattini,8.0
3474,2022-05-23,outlet capodarte,com.farfetch.farfetchshop,
3475,2022-05-23,outlet capodarte,com.mobfiq.offpremium,
3476,2022-05-23,outlet capodarte,com.privalia.br,2.0
3477,2022-05-23,outlet cardigans,amaro.amaroandroid,17.0
3478,2022-05-23,outlet cardigans,br.com.dafiti,3.0
3479,2022-05-23,outlet cardigans,br.com.zattini,2.0
3480,2022-05-23,outlet cardigans,com.mobfiq.offpremium,6.0
3481,2022-05-23,outlet cardigans,com.privalia.br,1.0
